          min -3.12958e-027  max 24.103
  -- Solve :
          min -2.35405e-027  max 18.1257
  -- Solve :
          min -2.35119e-027  max 18.1036
  -- Solve :
          min -2.34832e-027  max 18.0815
  -- Solve :
          min -2.34546e-027  max 18.0595
  -- Solve :
          min -2.3426e-027  max 18.0375
  -- Solve :
          min -2.33975e-027  max 18.0155
  -- Solve :
          min -2.3369e-027  max 17.9935
  -- Solve :
          min -2.33405e-027  max 17.9716
  -- Solve :
          min -2.3312e-027  max 17.9497
  -- Solve :
          min -2.32836e-027  max 17.9278
  -- Solve :
          min -2.32552e-027  max 17.906
  -- Solve :
          min -2.32269e-027  max 17.8842
  -- Solve :
          min -2.31986e-027  max 17.8624
  -- Solve :
          min -2.31703e-027  max 17.8406
  -- Solve :
          min -2.31421e-027  max 17.8188
  -- Solve :
          min -2.31139e-027  max 17.7971
  -- Solve :
          min -2.30857e-027  max 17.7754
  -- Solve :
          min -2.30576e-027  max 17.7537
  -- Solve :
          min -2.30295e-027  max 17.7321
  -- Solve :
          min -2.30014e-027  max 17.7105
  -- Solve :
          min -2.29734e-027  max 17.6889
  -- Solve :
          min -2.29454e-027  max 17.6673
  -- Solve :
          min -2.29174e-027  max 17.6458
  -- Solve :
          min -2.28895e-027  max 17.6243
  -- Solve :
          min -2.28616e-027  max 17.6028
  -- Solve :
          min -2.28337e-027  max 17.5813
  -- Solve :
          min -2.28059e-027  max 17.5599
  -- Solve :
          min -2.27781e-027  max 17.5385
  -- Solve :
          min -2.27503e-027  max 17.5171
  -- Solve :
          min -2.27226e-027  max 17.4958
  -- Solve :
          min -2.26949e-027  max 17.4744
  -- Solve :
          min -2.26672e-027  max 17.4531
  -- Solve :
          min -2.26396e-027  max 17.4319
  -- Solve :
          min -2.2612e-027  max 17.4106
  -- Solve :
          min -2.25844e-027  max 17.3894
  -- Solve :
          min -2.25569e-027  max 17.3682
  -- Solve :
          min -2.25294e-027  max 17.347
  -- Solve :
          min -2.25019e-027  max 17.3258
  -- Solve :
          min -2.24745e-027  max 17.3047
  -- Solve :
          min -2.24471e-027  max 17.2836
  -- Solve :
          min -2.24197e-027  max 17.2625
  -- Solve :
          min -2.23924e-027  max 17.2415
  -- Solve :
          min -2.23651e-027  max 17.2205
  -- Solve :
          min -2.23378e-027  max 17.1995
  -- Solve :
          min -2.23106e-027  max 17.1785
  -- Solve :
          min -2.22834e-027  max 17.1576
  -- Solve :
          min -2.22562e-027  max 17.1366
  -- Solve :
          min -2.22291e-027  max 17.1157
  -- Solve :
          min -2.2202e-027  max 17.0949
  -- Solve :
          min -2.21749e-027  max 17.074
  -- Solve :
          min -2.21478e-027  max 17.0532
  -- Solve :
          min -2.21208e-027  max 17.0324
  -- Solve :
          min -2.20939e-027  max 17.0116
  -- Solve :
          min -2.20669e-027  max 16.9909
  -- Solve :
          min -2.204e-027  max 16.9702
  -- Solve :
          min -2.20131e-027  max 16.9495
  -- Solve :
          min -2.19863e-027  max 16.9288
  -- Solve :
          min -2.19595e-027  max 16.9082
  -- Solve :
          min -2.19327e-027  max 16.8875
  -- Solve :
          min -2.1906e-027  max 16.8669
  -- Solve :
          min -2.18793e-027  max 16.8464
  -- Solve :
          min -2.18526e-027  max 16.8258
  -- Solve :
          min -2.18259e-027  max 16.8053
  -- Solve :
          min -2.17993e-027  max 16.7848
  -- Solve :
          min -2.17727e-027  max 16.7643
  -- Solve :
          min -2.17462e-027  max 16.7439
  -- Solve :
          min -2.17196e-027  max 16.7235
  -- Solve :
          min -2.16932e-027  max 16.7031
  -- Solve :
          min -2.16667e-027  max 16.6827
  -- Solve :
          min -2.16403e-027  max 16.6624
  -- Solve :
          min -2.16139e-027  max 16.642
  -- Solve :
          min -2.15875e-027  max 16.6217
  -- Solve :
          min -2.15612e-027  max 16.6015
  -- Solve :
          min -2.15349e-027  max 16.5812
  -- Solve :
          min -2.15086e-027  max 16.561
  -- Solve :
          min -2.14824e-027  max 16.5408
  -- Solve :
          min -2.14562e-027  max 16.5206
  -- Solve :
          min -2.143e-027  max 16.5005
  -- Solve :
          min -2.14039e-027  max 16.4803
  -- Solve :
          min -2.13778e-027  max 16.4602
  -- Solve :
          min -2.13517e-027  max 16.4402
  -- Solve :
          min -2.13257e-027  max 16.4201
  -- Solve :
          min -2.12997e-027  max 16.4001
  -- Solve :
          min -2.12737e-027  max 16.3801
  -- Solve :
          min -2.12477e-027  max 16.3601
  -- Solve :
          min -2.12218e-027  max 16.3401
  -- Solve :
          min -2.11959e-027  max 16.3202
  -- Solve :
          min -2.11701e-027  max 16.3003
  -- Solve :
          min -2.11442e-027  max 16.2804
  -- Solve :
          min -2.11184e-027  max 16.2605
  -- Solve :
          min -2.10927e-027  max 16.2407
  -- Solve :
          min -2.1067e-027  max 16.2209
  -- Solve :
          min -2.10413e-027  max 16.2011
  -- Solve :
          min -2.10156e-027  max 16.1813
  -- Solve :
          min -2.09899e-027  max 16.1616
  -- Solve :
          min -2.09643e-027  max 16.1419
  -- Solve :
          min -2.09388e-027  max 16.1222
  -- Solve :
          min -2.09132e-027  max 16.1025
  -- Solve :
          min -2.08877e-027  max 16.0829
  -- Solve :
          min -2.08622e-027  max 16.0633
  -- Solve :
          min -2.08368e-027  max 16.0437
  -- Solve :
          min -2.08114e-027  max 16.0241
  -- Solve :
          min -2.0786e-027  max 16.0045
  -- Solve :
          min -2.07606e-027  max 15.985
  -- Solve :
          min -2.07353e-027  max 15.9655
  -- Solve :
          min -2.071e-027  max 15.946
  -- Solve :
          min -2.06847e-027  max 15.9266
  -- Solve :
          min -2.06595e-027  max 15.9071
  -- Solve :
          min -2.06343e-027  max 15.8877
  -- Solve :
          min -2.06091e-027  max 15.8683
  -- Solve :
          min -2.05839e-027  max 15.849
  -- Solve :
          min -2.05588e-027  max 15.8296
  -- Solve :
          min -2.05337e-027  max 15.8103
  -- Solve :
          min -2.05087e-027  max 15.791
  -- Solve :
          min -2.04837e-027  max 15.7718
  -- Solve :
          min -2.04587e-027  max 15.7525
  -- Solve :
          min -2.04337e-027  max 15.7333
  -- Solve :
          min -2.04088e-027  max 15.7141
  -- Solve :
          min -2.03839e-027  max 15.6949
  -- Solve :
          min -2.0359e-027  max 15.6758
  -- Solve :
          min -2.03341e-027  max 15.6566
  -- Solve :
          min -2.03093e-027  max 15.6375
  -- Solve :
          min -2.02845e-027  max 15.6184
  -- Solve :
          min -2.02598e-027  max 15.5994
  -- Solve :
          min -2.02351e-027  max 15.5803
  -- Solve :
          min -2.02104e-027  max 15.5613
  -- Solve :
          min -2.01857e-027  max 15.5423
  -- Solve :
          min -2.01611e-027  max 15.5234
  -- Solve :
          min -2.01365e-027  max 15.5044
  -- Solve :
          min -2.01119e-027  max 15.4855
  -- Solve :
          min -2.00873e-027  max 15.4666
  -- Solve :
          min -2.00628e-027  max 15.4477
  -- Solve :
          min -2.00383e-027  max 15.4289
  -- Solve :
          min -2.00139e-027  max 15.41
  -- Solve :
          min -1.99895e-027  max 15.3912
  -- Solve :
          min -1.99651e-027  max 15.3725
  -- Solve :
          min -1.99407e-027  max 15.3537
  -- Solve :
          min -1.99164e-027  max 15.3349
  -- Solve :
          min -1.9892e-027  max 15.3162
  -- Solve :
          min -1.98678e-027  max 15.2975
  -- Solve :
          min -1.98435e-027  max 15.2789
  -- Solve :
          min -1.98193e-027  max 15.2602
  -- Solve :
          min -1.97951e-027  max 15.2416
  -- Solve :
          min -1.97709e-027  max 15.223
  -- Solve :
          min -1.97468e-027  max 15.2044
  -- Solve :
          min -1.97227e-027  max 15.1858
  -- Solve :
          min -1.96986e-027  max 15.1673
  -- Solve :
          min -1.96746e-027  max 15.1488
  -- Solve :
          min -1.96506e-027  max 15.1303
  -- Solve :
          min -1.96266e-027  max 15.1118
  -- Solve :
          min -1.96026e-027  max 15.0934
  -- Solve :
          min -1.95787e-027  max 15.075
  -- Solve :
          min -1.95548e-027  max 15.0566
  -- Solve :
          min -1.95309e-027  max 15.0382
  -- Solve :
          min -1.95071e-027  max 15.0198
  -- Solve :
          min -1.94833e-027  max 15.0015
  -- Solve :
          min -1.94595e-027  max 14.9832
  -- Solve :
          min -1.94357e-027  max 14.9649
  -- Solve :
          min -1.9412e-027  max 14.9466
  -- Solve :
          min -1.93883e-027  max 14.9284
  -- Solve :
          min -1.93646e-027  max 14.9101
  -- Solve :
          min -1.9341e-027  max 14.8919
  -- Solve :
          min -1.93174e-027  max 14.8738
  -- Solve :
          min -1.92938e-027  max 14.8556
  -- Solve :
          min -1.92702e-027  max 14.8375
  -- Solve :
          min -1.92467e-027  max 14.8193
  -- Solve :
          min -1.92232e-027  max 14.8012
  -- Solve :
          min -1.91997e-027  max 14.7832
  -- Solve :
          min -1.91763e-027  max 14.7651
  -- Solve :
          min -1.91529e-027  max 14.7471
  -- Solve :
          min -1.91295e-027  max 14.7291
  -- Solve :
          min -1.91061e-027  max 14.7111
  -- Solve :
          min -1.90828e-027  max 14.6931
  -- Solve :
          min -1.90595e-027  max 14.6752
  -- Solve :
          min -1.90362e-027  max 14.6573
  -- Solve :
          min -1.9013e-027  max 14.6394
  -- Solve :
          min -1.89898e-027  max 14.6215
  -- Solve :
          min -1.89666e-027  max 14.6037
  -- Solve :
          min -1.89434e-027  max 14.5858
  -- Solve :
          min -1.89203e-027  max 14.568
  -- Solve :
          min -1.88972e-027  max 14.5502
  -- Solve :
          min -1.88741e-027  max 14.5325
  -- Solve :
          min -1.88511e-027  max 14.5147
  -- Solve :
          min -1.88281e-027  max 14.497
  -- Solve :
          min -1.88051e-027  max 14.4793
  -- Solve :
          min -1.87821e-027  max 14.4616
  -- Solve :
          min -1.87592e-027  max 14.4439
  -- Solve :
          min -1.87363e-027  max 14.4263
  -- Solve :
          min -1.87134e-027  max 14.4087
  -- Solve :
          min -1.86905e-027  max 14.3911
  -- Solve :
          min -1.86677e-027  max 14.3735
  -- Solve :
          min -1.86449e-027  max 14.356
  -- Solve :
          min -1.86221e-027  max 14.3384
  -- Solve :
          min -1.85994e-027  max 14.3209
  -- Solve :
          min -1.85767e-027  max 14.3034
  -- Solve :
          min -1.8554e-027  max 14.286
  -- Solve :
          min -1.85313e-027  max 14.2685
  -- Solve :
          min -1.85087e-027  max 14.2511
  -- Solve :
          min -1.84861e-027  max 14.2337
  -- Solve :
          min -1.84635e-027  max 14.2163
  -- Solve :
          min -1.8441e-027  max 14.1989
  -- Solve :
          min -1.84184e-027  max 14.1816
  -- Solve :
          min -1.83959e-027  max 14.1643
  -- Solve :
          min -1.83735e-027  max 14.147
  -- Solve :
          min -1.8351e-027  max 14.1297
  -- Solve :
          min -1.83286e-027  max 14.1124
  -- Solve :
          min -1.83062e-027  max 14.0952
  -- Solve :
          min -1.82839e-027  max 14.078
  -- Solve :
          min -1.82615e-027  max 14.0608
  -- Solve :
          min -1.82392e-027  max 14.0436
  -- Solve :
          min -1.82169e-027  max 14.0265
  -- Solve :
          min -1.81947e-027  max 14.0093
  -- Solve :
          min -1.81725e-027  max 13.9922
  -- Solve :
          min -1.81503e-027  max 13.9751
  -- Solve :
          min -1.81281e-027  max 13.958
  -- Solve :
          min -1.81059e-027  max 13.941
  -- Solve :
          min -1.80838e-027  max 13.924
  -- Solve :
          min -1.80617e-027  max 13.907
  -- Solve :
          min -1.80397e-027  max 13.89
  -- Solve :
          min -1.80176e-027  max 13.873
  -- Solve :
          min -1.79956e-027  max 13.856
  -- Solve :
          min -1.79736e-027  max 13.8391
  -- Solve :
          min -1.79517e-027  max 13.8222
  -- Solve :
          min -1.79297e-027  max 13.8053
  -- Solve :
          min -1.79078e-027  max 13.7885
  -- Solve :
          min -1.7886e-027  max 13.7716
  -- Solve :
          min -1.78641e-027  max 13.7548
  -- Solve :
          min -1.78423e-027  max 13.738
  -- Solve :
          min -1.78205e-027  max 13.7212
  -- Solve :
          min -1.77987e-027  max 13.7044
  -- Solve :
          min -1.7777e-027  max 13.6877
  -- Solve :
          min -1.77553e-027  max 13.671
  -- Solve :
          min -1.77336e-027  max 13.6543
  -- Solve :
          min -1.77119e-027  max 13.6376
  -- Solve :
          min -1.76902e-027  max 13.6209
  -- Solve :
          min -1.76686e-027  max 13.6043
  -- Solve :
          min -1.7647e-027  max 13.5877
  -- Solve :
          min -1.76255e-027  max 13.5711
  -- Solve :
          min -1.76039e-027  max 13.5545
  -- Solve :
          min -1.75824e-027  max 13.5379
  -- Solve :
          min -1.7561e-027  max 13.5214
  -- Solve :
          min -1.75395e-027  max 13.5048
  -- Solve :
          min -1.75181e-027  max 13.4883
  -- Solve :
          min -1.74967e-027  max 13.4719
  -- Solve :
          min -1.74753e-027  max 13.4554
  -- Solve :
          min -1.74539e-027  max 13.439
  -- Solve :
          min -1.74326e-027  max 13.4225
  -- Solve :
          min -1.74113e-027  max 13.4061
  -- Solve :
          min -1.739e-027  max 13.3898
  -- Solve :
          min -1.73688e-027  max 13.3734
  -- Solve :
          min -1.73475e-027  max 13.357
  -- Solve :
          min -1.73263e-027  max 13.3407
  -- Solve :
          min -1.73052e-027  max 13.3244
  -- Solve :
          min -1.7284e-027  max 13.3081
  -- Solve :
          min -1.72629e-027  max 13.2919
  -- Solve :
          min -1.72418e-027  max 13.2756
  -- Solve :
          min -1.72207e-027  max 13.2594
  -- Solve :
          min -1.71997e-027  max 13.2432
  -- Solve :
          min -1.71786e-027  max 13.227
  -- Solve :
          min -1.71577e-027  max 13.2108
  -- Solve :
          min -1.71367e-027  max 13.1947
  -- Solve :
          min -1.71157e-027  max 13.1786
  -- Solve :
          min -1.70948e-027  max 13.1625
  -- Solve :
          min -1.70739e-027  max 13.1464
  -- Solve :
          min -1.70531e-027  max 13.1303
  -- Solve :
          min -1.70322e-027  max 13.1143
  -- Solve :
          min -1.70114e-027  max 13.0982
  -- Solve :
          min -1.69906e-027  max 13.0822
  -- Solve :
          min -1.69698e-027  max 13.0662
  -- Solve :
          min -1.69491e-027  max 13.0503
  -- Solve :
          min -1.69284e-027  max 13.0343
  -- Solve :
          min -1.69077e-027  max 13.0184
  -- Solve :
          min -1.6887e-027  max 13.0025
  -- Solve :
          min -1.68664e-027  max 12.9866
  -- Solve :
          min -1.68458e-027  max 12.9707
  -- Solve :
          min -1.68252e-027  max 12.9548
  -- Solve :
          min -1.68046e-027  max 12.939
  -- Solve :
          min -1.6784e-027  max 12.9232
  -- Solve :
          min -1.67635e-027  max 12.9074
  -- Solve :
          min -1.6743e-027  max 12.8916
  -- Solve :
          min -1.67226e-027  max 12.8758
  -- Solve :
          min -1.67021e-027  max 12.8601
  -- Solve :
          min -1.66817e-027  max 12.8444
  -- Solve :
          min -1.66613e-027  max 12.8287
  -- Solve :
          min -1.66409e-027  max 12.813
  -- Solve :
          min -1.66206e-027  max 12.7973
  -- Solve :
          min -1.66003e-027  max 12.7817
  -- Solve :
          min -1.658e-027  max 12.7661
  -- Solve :
          min -1.65597e-027  max 12.7505
  -- Solve :
          min -1.65395e-027  max 12.7349
  -- Solve :
          min -1.65192e-027  max 12.7193
  -- Solve :
          min -1.6499e-027  max 12.7037
  -- Solve :
          min -1.64789e-027  max 12.6882
  -- Solve :
          min -1.64587e-027  max 12.6727
  -- Solve :
          min -1.64386e-027  max 12.6572
  -- Solve :
          min -1.64185e-027  max 12.6417
  -- Solve :
          min -1.63984e-027  max 12.6263
  -- Solve :
          min -1.63784e-027  max 12.6108
  -- Solve :
          min -1.63584e-027  max 12.5954
  -- Solve :
          min -1.63383e-027  max 12.58
  -- Solve :
          min -1.63184e-027  max 12.5646
  -- Solve :
          min -1.62984e-027  max 12.5493
  -- Solve :
          min -1.62785e-027  max 12.5339
  -- Solve :
          min -1.62586e-027  max 12.5186
  -- Solve :
          min -1.62387e-027  max 12.5033
  -- Solve :
          min -1.62188e-027  max 12.488
  -- Solve :
          min -1.6199e-027  max 12.4727
  -- Solve :
          min -1.61792e-027  max 12.4575
  -- Solve :
          min -1.61594e-027  max 12.4422
  -- Solve :
          min -1.61397e-027  max 12.427
  -- Solve :
          min -1.61199e-027  max 12.4118
  -- Solve :
          min -1.61002e-027  max 12.3966
  -- Solve :
          min -1.60805e-027  max 12.3815
  -- Solve :
          min -1.60608e-027  max 12.3663
  -- Solve :
          min -1.60412e-027  max 12.3512
  -- Solve :
          min -1.60216e-027  max 12.3361
  -- Solve :
          min -1.6002e-027  max 12.321
  -- Solve :
          min -1.59824e-027  max 12.306
  -- Solve :
          min -1.59629e-027  max 12.2909
  -- Solve :
          min -1.59433e-027  max 12.2759
  -- Solve :
          min -1.59238e-027  max 12.2609
  -- Solve :
          min -1.59044e-027  max 12.2459
  -- Solve :
          min -1.58849e-027  max 12.2309
  -- Solve :
          min -1.58655e-027  max 12.2159
  -- Solve :
          min -1.58461e-027  max 12.201
  -- Solve :
          min -1.58267e-027  max 12.1861
  -- Solve :
          min -1.58073e-027  max 12.1712
  -- Solve :
          min -1.5788e-027  max 12.1563
  -- Solve :
          min -1.57687e-027  max 12.1414
  -- Solve :
          min -1.57494e-027  max 12.1266
  -- Solve :
          min -1.57301e-027  max 12.1117
  -- Solve :
          min -1.57109e-027  max 12.0969
  -- Solve :
          min -1.56917e-027  max 12.0821
  -- Solve :
          min -1.56725e-027  max 12.0673
  -- Solve :
          min -1.56533e-027  max 12.0526
  -- Solve :
          min -1.56342e-027  max 12.0378
  -- Solve :
          min -1.5615e-027  max 12.0231
  -- Solve :
          min -1.55959e-027  max 12.0084
  -- Solve :
          min -1.55769e-027  max 11.9937
  -- Solve :
          min -1.55578e-027  max 11.979
  -- Solve :
          min -1.55388e-027  max 11.9644
  -- Solve :
          min -1.55198e-027  max 11.9497
  -- Solve :
          min -1.55008e-027  max 11.9351
  -- Solve :
          min -1.54818e-027  max 11.9205
  -- Solve :
          min -1.54629e-027  max 11.9059
  -- Solve :
          min -1.5444e-027  max 11.8914
  -- Solve :
          min -1.54251e-027  max 11.8768
  -- Solve :
          min -1.54062e-027  max 11.8623
  -- Solve :
          min -1.53873e-027  max 11.8478
  -- Solve :
          min -1.53685e-027  max 11.8333
  -- Solve :
          min -1.53497e-027  max 11.8188
  -- Solve :
          min -1.53309e-027  max 11.8043
  -- Solve :
          min -1.53122e-027  max 11.7899
  -- Solve :
          min -1.52934e-027  max 11.7755
  -- Solve :
          min -1.52747e-027  max 11.7611
  -- Solve :
          min -1.5256e-027  max 11.7467
  -- Solve :
          min -1.52374e-027  max 11.7323
  -- Solve :
          min -1.52187e-027  max 11.7179
  -- Solve :
          min -1.52001e-027  max 11.7036
  -- Solve :
          min -1.51815e-027  max 11.6893
  -- Solve :
          min -1.51629e-027  max 11.675
  -- Solve :
          min -1.51444e-027  max 11.6607
  -- Solve :
          min -1.51258e-027  max 11.6464
  -- Solve :
          min -1.51073e-027  max 11.6322
  -- Solve :
          min -1.50888e-027  max 11.6179
  -- Solve :
          min -1.50704e-027  max 11.6037
  -- Solve :
          min -1.50519e-027  max 11.5895
  -- Solve :
          min -1.50335e-027  max 11.5753
  -- Solve :
          min -1.50151e-027  max 11.5612
  -- Solve :
          min -1.49967e-027  max 11.547
  -- Solve :
          min -1.49784e-027  max 11.5329
  -- Solve :
          min -1.496e-027  max 11.5188
  -- Solve :
          min -1.49417e-027  max 11.5047
  -- Solve :
          min -1.49234e-027  max 11.4906
  -- Solve :
          min -1.49052e-027  max 11.4765
  -- Solve :
          min -1.48869e-027  max 11.4625
  -- Solve :
          min -1.48687e-027  max 11.4484
  -- Solve :
          min -1.48505e-027  max 11.4344
  -- Solve :
          min -1.48323e-027  max 11.4204
  -- Solve :
          min -1.48142e-027  max 11.4065
  -- Solve :
          min -1.47961e-027  max 11.3925
  -- Solve :
          min -1.47779e-027  max 11.3786
  -- Solve :
          min -1.47599e-027  max 11.3646
  -- Solve :
          min -1.47418e-027  max 11.3507
  -- Solve :
          min -1.47237e-027  max 11.3368
  -- Solve :
          min -1.47057e-027  max 11.3229
  -- Solve :
          min -1.46877e-027  max 11.3091
  -- Solve :
          min -1.46697e-027  max 11.2952
  -- Solve :
          min -1.46518e-027  max 11.2814
  -- Solve :
          min -1.46339e-027  max 11.2676
  -- Solve :
          min -1.46159e-027  max 11.2538
  -- Solve :
          min -1.4598e-027  max 11.24
  -- Solve :
          min -1.45802e-027  max 11.2263
  -- Solve :
          min -1.45623e-027  max 11.2125
  -- Solve :
          min -1.45445e-027  max 11.1988
  -- Solve :
          min -1.45267e-027  max 11.1851
  -- Solve :
          min -1.45089e-027  max 11.1714
  -- Solve :
          min -1.44911e-027  max 11.1577
  -- Solve :
          min -1.44734e-027  max 11.1441
  -- Solve :
          min -1.44557e-027  max 11.1304
  -- Solve :
          min -1.4438e-027  max 11.1168
  -- Solve :
          min -1.44203e-027  max 11.1032
  -- Solve :
          min -1.44027e-027  max 11.0896
  -- Solve :
          min -1.4385e-027  max 11.076
  -- Solve :
          min -1.43674e-027  max 11.0624
  -- Solve :
          min -1.43498e-027  max 11.0489
  -- Solve :
          min -1.43322e-027  max 11.0354
  -- Solve :
          min -1.43147e-027  max 11.0219
  -- Solve :
          min -1.42972e-027  max 11.0084
  -- Solve :
          min -1.42797e-027  max 10.9949
  -- Solve :
          min -1.42622e-027  max 10.9814
  -- Solve :
          min -1.42447e-027  max 10.968
  -- Solve :
          min -1.42273e-027  max 10.9545
  -- Solve :
          min -1.42098e-027  max 10.9411
  -- Solve :
          min -1.41924e-027  max 10.9277
  -- Solve :
          min -1.41751e-027  max 10.9144
  -- Solve :
          min -1.41577e-027  max 10.901
  -- Solve :
          min -1.41404e-027  max 10.8876
  -- Solve :
          min -1.41231e-027  max 10.8743
  -- Solve :
          min -1.41058e-027  max 10.861
  -- Solve :
          min -1.40885e-027  max 10.8477
  -- Solve :
          min -1.40712e-027  max 10.8344
  -- Solve :
          min -1.4054e-027  max 10.8211
  -- Solve :
          min -1.40368e-027  max 10.8079
  -- Solve :
          min -1.40196e-027  max 10.7946
  -- Solve :
          min -1.40024e-027  max 10.7814
  -- Solve :
          min -1.39853e-027  max 10.7682
  -- Solve :
          min -1.39681e-027  max 10.755
  -- Solve :
          min -1.3951e-027  max 10.7419
  -- Solve :
          min -1.39339e-027  max 10.7287
  -- Solve :
          min -1.39169e-027  max 10.7156
  -- Solve :
          min -1.38998e-027  max 10.7024
  -- Solve :
          min -1.38828e-027  max 10.6893
  -- Solve :
          min -1.38658e-027  max 10.6762
  -- Solve :
          min -1.38488e-027  max 10.6631
  -- Solve :
          min -1.38319e-027  max 10.6501
  -- Solve :
          min -1.38149e-027  max 10.637
  -- Solve :
          min -1.3798e-027  max 10.624
  -- Solve :
          min -1.37811e-027  max 10.611
  -- Solve :
          min -1.37642e-027  max 10.598
  -- Solve :
          min -1.37473e-027  max 10.585
  -- Solve :
          min -1.37305e-027  max 10.572
  -- Solve :
          min -1.37137e-027  max 10.5591
  -- Solve :
          min -1.36969e-027  max 10.5462
  -- Solve :
          min -1.36801e-027  max 10.5332
  -- Solve :
          min -1.36633e-027  max 10.5203
  -- Solve :
          min -1.36466e-027  max 10.5074
  -- Solve :
          min -1.36299e-027  max 10.4946
  -- Solve :
          min -1.36132e-027  max 10.4817
  -- Solve :
          min -1.35965e-027  max 10.4689
  -- Solve :
          min -1.35799e-027  max 10.456
  -- Solve :
          min -1.35632e-027  max 10.4432
  -- Solve :
          min -1.35466e-027  max 10.4304
  -- Solve :
          min -1.353e-027  max 10.4177
  -- Solve :
          min -1.35134e-027  max 10.4049
  -- Solve :
          min -1.34969e-027  max 10.3921
  -- Solve :
          min -1.34803e-027  max 10.3794
  -- Solve :
          min -1.34638e-027  max 10.3667
  -- Solve :
          min -1.34473e-027  max 10.354
  -- Solve :
          min -1.34308e-027  max 10.3413
  -- Solve :
          min -1.34144e-027  max 10.3286
  -- Solve :
          min -1.33979e-027  max 10.316
  -- Solve :
          min -1.33815e-027  max 10.3033
  -- Solve :
          min -1.33651e-027  max 10.2907
  -- Solve :
          min -1.33487e-027  max 10.2781
  -- Solve :
          min -1.33324e-027  max 10.2655
  -- Solve :
          min -1.33161e-027  max 10.2529
  -- Solve :
          min -1.32997e-027  max 10.2404
  -- Solve :
          min -1.32834e-027  max 10.2278
  -- Solve :
          min -1.32672e-027  max 10.2153
  -- Solve :
          min -1.32509e-027  max 10.2028
  -- Solve :
          min -1.32347e-027  max 10.1903
  -- Solve :
          min -1.32184e-027  max 10.1778
  -- Solve :
          min -1.32022e-027  max 10.1653
  -- Solve :
          min -1.31861e-027  max 10.1528
  -- Solve :
          min -1.31699e-027  max 10.1404
  -- Solve :
          min -1.31538e-027  max 10.128
  -- Solve :
          min -1.31376e-027  max 10.1155
  -- Solve :
          min -1.31215e-027  max 10.1031
  -- Solve :
          min -1.31054e-027  max 10.0908
  -- Solve :
          min -1.30894e-027  max 10.0784
  -- Solve :
          min -1.30733e-027  max 10.066
  -- Solve :
          min -1.30573e-027  max 10.0537
  -- Solve :
          min -1.30413e-027  max 10.0414
  -- Solve :
          min -1.30253e-027  max 10.0291
  -- Solve :
          min -1.30094e-027  max 10.0168
  -- Solve :
          min -1.29934e-027  max 10.0045
  -- Solve :
          min -1.29775e-027  max 9.99223
  -- Solve :
          min -1.29616e-027  max 9.97998
  -- Solve :
          min -1.29457e-027  max 9.96774
  -- Solve :
          min -1.29298e-027  max 9.95552
  -- Solve :
          min -1.2914e-027  max 9.94332
  -- Solve :
          min -1.28981e-027  max 9.93113
  -- Solve :
          min -1.28823e-027  max 9.91895
  -- Solve :
          min -1.28665e-027  max 9.90679
  -- Solve :
          min -1.28507e-027  max 9.89465
  -- Solve :
          min -1.2835e-027  max 9.88251
  -- Solve :
          min -1.28193e-027  max 9.8704
  -- Solve :
          min -1.28035e-027  max 9.85829
  -- Solve :
          min -1.27878e-027  max 9.84621
  -- Solve :
          min -1.27722e-027  max 9.83413
  -- Solve :
          min -1.27565e-027  max 9.82208
  -- Solve :
          min -1.27409e-027  max 9.81003
  -- Solve :
          min -1.27252e-027  max 9.798
  -- Solve :
          min -1.27096e-027  max 9.78599
  -- Solve :
          min -1.2694e-027  max 9.77399
  -- Solve :
          min -1.26785e-027  max 9.762
  -- Solve :
          min -1.26629e-027  max 9.75003
  -- Solve :
          min -1.26474e-027  max 9.73808
  -- Solve :
          min -1.26319e-027  max 9.72613
  -- Solve :
          min -1.26164e-027  max 9.71421
  -- Solve :
          min -1.26009e-027  max 9.70229
  -- Solve :
          min -1.25855e-027  max 9.6904
  -- Solve :
          min -1.257e-027  max 9.67851
  -- Solve :
          min -1.25546e-027  max 9.66664
  -- Solve :
          min -1.25392e-027  max 9.65479
  -- Solve :
          min -1.25239e-027  max 9.64294
  -- Solve :
          min -1.25085e-027  max 9.63112
  -- Solve :
          min -1.24932e-027  max 9.6193
  -- Solve :
          min -1.24778e-027  max 9.60751
  -- Solve :
          min -1.24625e-027  max 9.59572
  -- Solve :
          min -1.24472e-027  max 9.58395
  -- Solve :
          min -1.2432e-027  max 9.5722
  -- Solve :
          min -1.24167e-027  max 9.56046
  -- Solve :
          min -1.24015e-027  max 9.54873
  -- Solve :
          min -1.23863e-027  max 9.53702
  -- Solve :
          min -1.23711e-027  max 9.52532
  -- Solve :
          min -1.23559e-027  max 9.51363
  -- Solve :
          min -1.23408e-027  max 9.50196
  -- Solve :
          min -1.23256e-027  max 9.49031
  -- Solve :
          min -1.23105e-027  max 9.47866
  -- Solve :
          min -1.22954e-027  max 9.46704
  -- Solve :
          min -1.22803e-027  max 9.45542
  -- Solve :
          min -1.22653e-027  max 9.44382
  -- Solve :
          min -1.22502e-027  max 9.43224
  -- Solve :
          min -1.22352e-027  max 9.42066
  -- Solve :
          min -1.22202e-027  max 9.40911
  -- Solve :
          min -1.22052e-027  max 9.39756
  -- Solve :
          min -1.21902e-027  max 9.38603
  -- Solve :
          min -1.21752e-027  max 9.37452
  -- Solve :
